EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,PAYMENT_RATE,DAYS_EMPLOYED,AMT_ANNUITY,INSTAL_DPD_MEAN,CODE_GENDER,APPROVED_CNT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_MAX,INSTAL_AMT_PAYMENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OWN_CAR_AGE,ANNUITY_INCOME_PERC,DAYS_ID_PUBLISH,NAME_EDUCATION_TYPE_Higher education,INSTAL_PAYMENT_PERC_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,DAYS_REGISTRATION,BURO_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,APPROVED_AMT_DOWN_PAYMENT_MAX,POS_SK_DPD_DEF_MEAN,INCOME_CREDIT_PERC,DAYS_LAST_PHONE_CHANGE,PREV_APP_CREDIT_PERC_MEAN,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_DBD_MAX,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_MIN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,INSTAL_DBD_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_VAR,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_AMT_CREDIT_SUM_MEAN,APPROVED_AMT_ANNUITY_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,REGION_POPULATION_RELATIVE,CC_CNT_DRAWINGS_CURRENT_VAR,POS_NAME_CONTRACT_STATUS_Active_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,FLAG_DOCUMENT_3,REFUSED_DAYS_DECISION_MAX,ACTIVE_DAYS_CREDIT_VAR,PREV_APP_CREDIT_PERC_VAR,PREV_HOUR_APPR_PROCESS_START_MEAN,INSTAL_PAYMENT_DIFF_MAX,REGION_RATING_CLIENT_W_CITY,REFUSED_APP_CREDIT_PERC_MIN,NAME_FAMILY_STATUS_Married,TOTALAREA_MODE,PREV_NAME_YIELD_GROUP_low_action_MEAN,DEF_30_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_TYPE,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,YEARS_BEGINEXPLUATATION_AVG,BURO_STATUS_0_MEAN_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,HOUR_APPR_PROCESS_START,PREV_NAME_CLIENT_TYPE_New_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,NAME_INCOME_TYPE_Working,PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,BURO_STATUS_1_MEAN_MEAN,LANDAREA_AVG,POS_NAME_CONTRACT_STATUS_Signed_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN
0.63970757,0.41273442,0.3457172,0.05145065,-280.0,17077.5,0.0,1,9.0,-1116.0,241169.17,0.5662409,12.061121,0.253,-16,0,1.0,11.0,-614.0,0.33333334,-1818.0,5242.4604,-3471.0,47686.5,-957.0,0.0,0.0,0.20336226,-956.0,0.96815854,0.0,21.0,30146.146,13812.525,1051.0,12.875,2529.067,431962.28,0.0,175500.0,15610.928,0.33333334,-927.0,0.006305,15.13074,0.8181818,0.25,1,-845.0,835092.3,0.003041636,6.3333335,0.0,3,1.0,1,0.1025479,0.0,0.0,0,0.0,0.0,0.6666667,0.33333334,0.9777348,0.26861814,0.33333334,0.0,9,0.33333334,0.0,0.25,0.6666667,0,0.33333334,0.33333334,0.0,0.0,0.005624368,0.06633385,0.0,0.0,0.0
0.24318647,0.45307046,0.5021294,0.04922,-809.0,11074.5,1.2413793,0,8.666667,-223.0,219229.42,0.5662409,2.0,0.082033336,-70,0,0.82758623,26.0,-12.0,0.25,-473.66666,0.0,-3232.0,25117.5,1108.0,9000.0,0.03846154,0.6,-555.0,0.9666466,1364.161,26.0,7559.6353,428.625,774.7538,9.068966,0.0,431962.28,0.0,22500.0,8665.725,0.25,-400.33334,0.0228,15.13074,0.88461536,0.0,1,-495.0,47125.332,0.0028152561,16.0,9198.945,2,0.96595746,1,0.1025479,0.0,1.0,0,0.0,0.0,0.75,0.25,0.9777348,0.33333334,0.25,0.0,15,0.25,0.0,1.0,0.25,0,0.5,0.5,0.0,0.0,0.33333334,0.06633385,0.03846154,0.0,0.0
0.43473324,0.6496756,0.5021294,0.09254,-1300.0,20821.5,0.0,1,10.0,-183.0,208706.53,0.5662409,12.061121,0.17137037,-104,0,1.4029319,11.0,-8.0,0.0,-183.0,5242.4604,-1015.0,226692.0,1643.0,14400.0,0.0,0.54,-684.0,1.0316771,-4543.0527,26.0,18973.322,13036.455,774.7538,19.09091,2529.067,431962.28,0.0,238500.0,11199.094,0.2,-22.0,0.019101,15.13074,0.90909094,0.0,1,-728.6427,307208.47,0.009933491,12.6,0.0,2,0.8679975,1,0.1025479,0.0,0.0,0,0.0,0.0,0.6,0.4,0.9777348,0.4571111,0.2,0.0,9,0.2,0.0,0.0,0.4,1,0.4,0.0,0.2,0.0,0.014199425,0.06633385,0.0,0.0,0.0
0.7463002,0.2930897,0.5021294,0.05582946,-8052.0,14166.0,0.0,1,9.5,-374.0,264763.22,0.5662409,12.061121,0.12592,-89,1,1.0,46.0,-571.0,0.0,-1539.0,0.0,-257.0,31275.0,1452.0,22500.0,0.0,0.44337246,-1448.0,1.1331627,0.0,42.0,7155.7627,3530.07,-206.0,15.756757,2529.067,474952.28,0.0,94351.836,6463.7773,0.2,-17.0,0.030755,15.13074,0.8913044,0.875,1,-728.6427,307208.47,0.086467326,12.4,0.0,2,0.8679975,0,0.1025479,0.0,0.0,0,0.0,0.0,0.4,0.2,0.9777348,0.4571111,0.4,0.0,16,0.2,0.0,0.0,0.2,0,0.2,0.6,0.2,0.0,0.014199425,0.06633385,0.02173913,0.0,0.2
0.48845518,0.7890653,0.20827334,0.029346189,-3847.0,35419.5,0.0,0,15.0,-184.0,741156.2,0.5662409,12.061121,0.08285263,-43,0,1.1012805,21.0,-184.0,0.0,-660.0,9705.0,-4971.0,912460.5,351.0,18000.0,0.0,0.3541974,-586.0,1.0166005,-2554.47,18.0,37057.81,18388.62,-554.0,7.4,0.0,431962.28,0.0,1089583.6,22985.37,0.5,-287.0,0.072508,15.13074,0.9047619,0.2,1,-728.6427,93602.25,0.026115786,16.0,0.0,1,0.8679975,0,0.0597,0.0,0.0,0,0.0,0.5,0.5,0.0,0.9732,0.4571111,0.0,0.0,19,0.5,0.0,0.6,0.0,0,0.5,0.0,0.0,0.0,0.014199425,0.0,0.0,0.0,0.0
0.5406544,0.5152225,0.5021294,0.067209095,-1468.0,22711.5,0.07638889,1,18.0,-362.0,2628948.5,0.41379312,15.0,0.16823334,-122,0,0.9930556,94.0,-3.0,0.4,-803.6667,0.0,-2436.0,90985.5,368.0,0.0,0.0,0.3994993,-1116.0,0.85319775,177.61563,19.0,18256.586,8.73,-999.0,3.6805556,0.0,431962.28,0.0,127485.0,20598.307,0.3,-17.0,0.020246,2.9729064,0.9574468,0.33333334,1,-315.0,112812.5,0.105348654,9.3,24873.795,3,0.85344625,1,0.2004,0.0,1.0,0,0.0,0.5,0.4,0.6,0.9965,0.83201057,0.1,0.0,8,0.1,0.0,0.33333334,0.0,1,0.2,0.0,0.3,0.0,0.018518519,0.1267,0.0,0.0,0.4
0.30467218,0.1997947,0.39894375,0.054466557,-846.0,32760.0,0.0,1,10.0,-17.0,130598.37,0.5662409,12.061121,0.48533332,-59,0,1.0,9.0,-33.0,0.5,-27.5,5242.4604,-5456.0,117704.25,350.0,0.0,0.0,0.11222505,-287.0,0.9595549,0.0,28.0,14510.93,13122.45,774.7538,17.0,2529.067,431962.28,0.0,117704.25,13122.45,0.5,-17.5,0.010966,15.13074,1.0,0.0,1,-17.0,220.5,0.0032716102,13.0,0.0,2,1.0,1,0.1025479,0.0,0.0,0,0.0,0.0,0.5,0.0,0.9777348,0.75,0.0,0.0,9,0.5,0.0,0.0,0.0,1,0.5,0.5,0.5,0.0,0.0,0.06633385,0.0,0.0,0.0
0.5108563,0.14287089,0.5021294,0.039029703,-931.0,17739.0,0.0,1,18.0,-416.93738,115225.11,0.5662409,12.061121,0.3942,-97,0,1.0,13.0,-34.0,0.5,-1083.0499,5242.4604,-2948.0,160390.22,1011.9233,0.0,0.0,0.0990099,-496.0,0.8632597,0.0,27.0,8863.47,8863.47,774.7538,16.692308,2529.067,431962.28,0.0042077564,378081.47,8863.47,0.0,-132.19705,0.030755,15.13074,1.0,0.58311266,1,-408.0,307208.47,0.0,9.5,0.0,2,0.8632597,1,0.1025479,0.0,0.0,0,12823.701,0.0,1.0,0.0,0.9777348,0.4571111,0.0,49.54514,9,1.0,0.014233142,0.23965093,0.0,1,1.0,0.0,0.0,0.0,0.014199425,0.06633385,0.0,0.0,0.0
0.5108563,0.5937361,0.75892365,0.032368824,-169.0,38137.5,0.0,0,12.0,-416.93738,329985.44,0.0,14.0,0.1695,-7,0,1.0,19.0,-11.0,0.0,-1083.0499,5242.4604,-3957.0,160390.22,1011.9233,0.0,0.0,0.19096652,-963.0,0.62440354,0.0,153.0,15713.593,3104.415,774.7538,49.190475,2529.067,431962.28,0.0042077564,378081.47,8302.207,0.0,-132.19705,0.019689,264.5,0.94736844,0.58311266,1,-728.6427,307208.47,0.2964287,14.5,0.0,2,0.8679975,1,0.1025479,0.16666667,0.0,0,12823.701,0.0,0.6666667,0.16666667,0.9777348,0.4571111,0.16666667,49.54514,12,0.16666667,0.014233142,0.23965093,0.5,1,0.0,0.0,0.33333334,0.0,0.014199425,0.06633385,0.0,0.16666667,0.0
0.1585549,0.38118714,0.7315898,0.11916234,-797.0,31828.5,2.0789473,1,6.0,-44.0,311565.97,0.44444445,12.061121,0.28292,-3,0,1.0446774,19.0,-29.0,0.0,-291.0,2060.235,-3268.0,24439.965,-11.0,0.0,1.1052631,0.4211874,-309.0,0.9493215,-445.50473,30.0,8199.1045,558.36,-256.0,4.4473686,2060.235,431962.28,0.0,36000.0,12272.865,0.2,-20.4,0.0105,4.0,0.94736844,0.16666667,1,-728.6427,43396.7,0.002125154,10.8,27512.46,3,0.8679975,1,0.2262,0.0,0.0,0,7032.042,0.0,0.4,0.4,0.9861,0.6515151,0.0,0.0,9,0.2,0.0,0.6666667,0.0,0,0.2,0.0,0.0,0.0,0.0,0.1206,0.0,0.0,0.6
0.5108563,0.59667075,0.15369631,0.04883999,-3810.0,31261.5,0.4375,0,12.0,-416.93738,97420.01,0.5662409,12.061121,0.34735,63,0,0.9375,16.0,-1926.0,0.0,-1083.0499,5242.4604,-815.0,160390.22,1011.9233,6268.5,0.0,0.14060742,-2283.0,1.0110369,430.7203,39.0,6088.7505,105.975,774.7538,8.5625,2529.067,431962.28,0.0042077564,378081.47,6891.525,1.0,-132.19705,0.035792,15.13074,0.9375,0.58311266,1,-728.6427,307208.47,0.07275849,10.0,6785.55,2,0.8679975,0,0.1025479,0.0,0.0,0,12823.701,0.0,0.0,1.0,0.9777348,0.4571111,0.0,49.54514,12,0.0,0.014233142,0.23965093,0.0,1,0.0,1.0,0.0,0.0,0.014199425,0.06633385,0.0,0.0,1.0
0.86505616,0.6946211,0.5021294,0.026430104,-5634.0,66532.5,6.45,0,10.0,-1358.0,365197.4,0.5662409,7.0,0.16427778,-119,1,0.875,45.0,-264.0,0.0,-1575.6666,5242.4604,-1980.0,261870.0,469.0,22500.0,0.0,0.16088666,-1661.0,1.1087279,1260.7009,78.0,9129.936,496.035,-560.0,20.925,2529.067,309684.5,0.0,1173813.0,9138.026,0.5,-27.0,0.035792,15.13074,0.95555556,0.6666667,0,-728.6427,307208.47,0.028278148,15.0,11250.0,2,0.8679975,1,0.3,0.25,0.0,0,0.0,0.0,0.5,0.0,0.9965,0.32472757,0.0,0.0,14,0.25,0.0,0.0,0.0,0,0.25,0.25,0.25,0.0,0.0,0.1934,0.0,0.0,0.0
0.15008518,0.40022138,0.519815,0.048953015,-10821.0,20367.0,0.13043478,0,14.5,-244.0,560054.6,0.5714286,9.0,0.1414375,-73,0,0.9782609,31.0,-3.0,0.1,-1330.4,5242.4604,-6071.0,113577.3,281.0,5845.5,0.0,0.34611058,-540.0,1.0008208,502.37805,32.0,12175.102,16.065,-395.0,4.521739,2529.067,1055383.0,0.0,310741.2,8813.272,0.0,-44.5,0.020246,50.285713,0.9354839,0.6,1,-263.0,846300.5,0.004723454,12.0,21515.805,3,1.0,1,0.0564,0.0,0.0,0,0.0,0.1,0.7,0.3,0.9771,0.4571111,0.3,2821.5,6,0.0,0.0,0.2,0.0,1,0.1,0.1,0.3,0.0,0.014199425,0.0114,0.0,0.1,0.2
0.19070596,0.117301196,0.5038678,0.11329778,-2384.1423,30595.5,0.0,1,12.0,-64.0,120627.85,0.5662409,2.0,0.123618186,57,1,1.0,10.0,-159.0,0.0,-153.5,0.0,-8507.0,838657.75,117.0,10804.5,0.0,0.9165139,0.0,1.0050247,0.0,57.0,13403.095,10150.425,774.7538,32.333332,0.0,431962.28,0.0,902568.0,10150.425,0.0,-11.5,0.016612,15.13074,0.9,0.0,1,-728.6427,16020.5,0.07275849,16.0,0.0,2,0.8679975,1,0.1025479,0.0,0.0,0,0.0,0.0,1.0,0.0,0.9777348,1.0,1.0,0.0,14,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06633385,0.0,0.0,0.0
0.51549536,0.022244828,0.5021294,0.029398998,-2384.1423,23773.5,1.5853659,1,8.5,-458.0,408355.44,0.2857143,12.061121,0.220125,-55,0,0.96747965,34.0,-28.0,0.42857143,-935.3333,0.0,-6273.0,137749.5,1368.0,1957.5,0.14705883,0.13355593,-16.0,0.8639095,40.366096,30.0,3319.963,0.0,-416.0,4.9674797,2529.067,308898.0,0.0,157668.66,3151.3838,0.5714286,-37.0,0.00702,4.567986,0.9705882,0.6666667,0,-2507.0,307208.47,0.14858846,13.0,4500.0,2,1.0,0,0.1025479,0.0,0.0,0,0.0,0.0,0.42857143,0.2857143,0.9777348,0.4571111,0.2857143,0.0,11,0.0,0.0,0.0,0.14285715,0,0.0,0.14285715,0.14285715,0.0,0.014199425,0.06633385,0.0,0.0,0.2857143
0.5108563,0.049066182,0.33897862,0.052607045,-728.0,27423.0,0.0,1,4.0,-416.93738,223553.3,2.0,12.061121,0.20313333,123,0,1.0,9.0,-5.0,0.0,-1083.0499,5242.4604,-437.0,160390.22,1011.9233,11250.0,0.0,0.2589779,-66.0,1.2385252,0.0,12.0,20323.027,6.885,774.7538,4.2727275,2529.067,431962.28,0.0042077564,378081.47,6799.185,0.0,-132.19705,0.019689,8.0,0.7777778,0.58311266,1,-728.6427,307208.47,0.20905751,11.5,0.0,2,0.8679975,1,0.1025479,0.0,0.0,0,12823.701,0.0,0.5,0.5,0.9777348,0.4571111,0.25,49.54514,10,0.25,0.014233142,0.23965093,0.25,1,0.25,0.0,0.0,0.0,0.014199425,0.06633385,0.11111111,0.0,0.5
