feature,gain
BURO_STATUS_5_MEAN_MEAN,229.71624851226807
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,225.15180574144637
CC_CNT_INSTALMENT_MATURE_CUM_SUM,225.13923699515206
FLAG_DOCUMENT_18,224.4376084123339
BURO_STATUS_2_MEAN_MEAN,223.09250031198775
ORGANIZATION_TYPE_School,220.96434579576766
FLOORSMIN_MODE,219.71713931219918
ENTRANCES_MEDI,219.53074550628662
BURO_MONTHS_BALANCE_MAX_MAX,218.91369342803955
CC_SK_DPD_MEAN,218.2093287876674
FLAG_PHONE,215.17680406570435
CC_MONTHS_BALANCE_SUM,209.52651180539812
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,205.03113310677665
CC_CNT_DRAWINGS_POS_CURRENT_SUM,204.14437988826208
PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,202.34020001547677
OCCUPATION_TYPE_Sales staff,200.8693961415972
ELEVATORS_MODE,198.2636344773429
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,195.72578253064836
CNT_CHILDREN,191.52367809840612
AMT_REQ_CREDIT_BUREAU_MON,189.34102044786727
PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,187.772066116333
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,185.90531158447266
NAME_FAMILY_STATUS_Single / not married,184.40318529946464
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,179.73213386535645
CC_CNT_INSTALMENT_MATURE_CUM_MAX,176.09867681775773
CC_SK_DPD_DEF_VAR,174.46890381404333
POS_NAME_CONTRACT_STATUS_Approved_MEAN,166.90589468819755
CC_NAME_CONTRACT_STATUS_Completed_MEAN,165.2471832547869
ORGANIZATION_TYPE_Realtor,164.26439796175276
CC_CNT_DRAWINGS_POS_CURRENT_MIN,162.40101276125228
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,161.89156123570032
BURO_STATUS_3_MEAN_MEAN,161.45450660160608
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,155.82293428693498
CC_AMT_TOTAL_RECEIVABLE_MEAN,155.19447244916643
BURO_STATUS_4_MEAN_MEAN,154.5890645640237
WALLSMATERIAL_MODE_Panel,154.372122492109
NONLIVINGAPARTMENTS_MEDI,152.06143685749598
CC_NAME_CONTRACT_STATUS_Active_VAR,148.24588400976998
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,148.08191319874354
WEEKDAY_APPR_PROCESS_START_TUESDAY,147.71425706999642
BURO_CREDIT_DAY_OVERDUE_MAX,147.58394057410104
ORGANIZATION_TYPE_Industry: type 9,147.33760956355505
CC_NAME_CONTRACT_STATUS_Completed_SUM,142.55584580557687
CC_MONTHS_BALANCE_VAR,141.4841046333313
PREV_CODE_REJECT_REASON_XNA_MEAN,140.7823943410601
OCCUPATION_TYPE_Low-skill Laborers,139.5515307698931
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,138.98861806733268
"WALLSMATERIAL_MODE_Stone, brick",138.8392951829093
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,138.8138837814331
WEEKDAY_APPR_PROCESS_START_THURSDAY,138.159289087568
FLAG_OWN_REALTY,136.78700726372855
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,135.78625168119157
CC_SK_DPD_SUM,133.72609301975794
CC_COUNT,132.6543173108782
BURO_CREDIT_DAY_OVERDUE_MEAN,130.4518416268485
WEEKDAY_APPR_PROCESS_START_FRIDAY,130.20482969284058
NAME_INCOME_TYPE_Commercial associate,130.08472170148576
CC_CNT_DRAWINGS_CURRENT_MIN,128.9979910169329
CC_AMT_TOTAL_RECEIVABLE_MIN,127.83076320375714
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,127.66113124574933
NAME_HOUSING_TYPE_House / apartment,122.17863294056484
NAME_FAMILY_STATUS_Separated,120.84466103145054
PREV_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_MEAN,120.16019313676017
CC_SK_DPD_VAR,118.42960977554321
CC_NAME_CONTRACT_STATUS_Active_MEAN,117.19568797520229
NAME_HOUSING_TYPE_Municipal apartment,114.94680820192609
CC_AMT_DRAWINGS_POS_CURRENT_MIN,114.42784009660993
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,114.24120541981289
FLOORSMIN_MEDI,113.56899670192173
NAME_EDUCATION_TYPE_Lower secondary,112.70185388837542
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,112.43148749215263
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,112.37654951640538
WEEKDAY_APPR_PROCESS_START_SATURDAY,111.85825695310321
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,108.5092544555664
WEEKDAY_APPR_PROCESS_START_MONDAY,108.02402084214347
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,107.06667164393834
OCCUPATION_TYPE_High skill tech staff,106.90207358769008
CC_NAME_CONTRACT_STATUS_Completed_VAR,106.5965689250401
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,104.04673753465924
PREV_NAME_CASH_LOAN_PURPOSE_Payments on other loans_MEAN,102.71810681479317
PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,102.32955210549491
PREV_CODE_REJECT_REASON_VERIF_MEAN,101.01766293389457
ELEVATORS_MEDI,98.59405292783465
CC_AMT_RECIVABLE_SUM,97.16024133137294
ORGANIZATION_TYPE_Trade: type 3,96.7077180998666
AMT_REQ_CREDIT_BUREAU_WEEK,96.59485571725028
CC_SK_DPD_MAX,95.94050005504063
NAME_HOUSING_TYPE_Office apartment,94.43077680042812
FLAG_DOCUMENT_16,94.12312361172268
OCCUPATION_TYPE_Accountants,92.97063037327358
PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN,90.67415612084525
NAME_FAMILY_STATUS_Civil marriage,90.64695303780692
ACTIVE_CREDIT_DAY_OVERDUE_MAX,89.14691243852887
CC_AMT_TOTAL_RECEIVABLE_MAX,88.40640476771763
ORGANIZATION_TYPE_Bank,87.56245858328683
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,87.29081814629691
CC_MONTHS_BALANCE_MAX,87.27735805511475
HOUSETYPE_MODE_specific housing,86.86446394239154
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,86.78259577069964
REG_CITY_NOT_WORK_CITY,85.4570586340768
CC_AMT_INST_MIN_REGULARITY_MIN,84.87508010864258
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,84.43522562299457
ORGANIZATION_TYPE_Transport: type 4,84.30145440782819
PREV_NAME_CASH_LOAN_PURPOSE_Buying a used car_MEAN,81.9726014818464
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,81.77134684153965
NAME_TYPE_SUITE_Unaccompanied,79.3378484589713
ORGANIZATION_TYPE_Police,78.25565719604492
FLAG_DOCUMENT_6,78.0681073325021
OCCUPATION_TYPE_Medicine staff,77.84900607381549
ORGANIZATION_TYPE_Industry: type 3,75.9829341343471
ACTIVE_CNT_CREDIT_PROLONG_SUM,74.91607996395656
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,74.55320617130825
CC_AMT_TOTAL_RECEIVABLE_VAR,73.67998089109149
NAME_HOUSING_TYPE_Rented apartment,73.13637134007045
POS_NAME_CONTRACT_STATUS_Demand_MEAN,72.2018255506243
PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,71.571647303445
ORGANIZATION_TYPE_Kindergarten,70.61442470550537
BURO_CREDIT_TYPE_Another type of loan_MEAN,70.2318605014256
PREV_NAME_GOODS_CATEGORY_Other_MEAN,69.09825147901263
LIVE_CITY_NOT_WORK_CITY,69.05804409299579
PREV_NAME_TYPE_SUITE_Group of people_MEAN,67.66914694649833
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,66.26220382962909
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,65.61533880233765
CC_NAME_CONTRACT_STATUS_Signed_MEAN,65.00929416928973
AMT_REQ_CREDIT_BUREAU_DAY,64.13095569610596
AMT_REQ_CREDIT_BUREAU_HOUR,62.32884570530483
NAME_TYPE_SUITE_Family,62.18264273234776
FONDKAPREMONT_MODE_not specified,62.02024957111904
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,61.893422671726775
CC_CNT_INSTALMENT_MATURE_CUM_MIN,59.94913009234837
BURO_CREDIT_CURRENCY_currency 1_MEAN,56.5438117980957
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN,56.25805711746216
PREV_NAME_CLIENT_TYPE_XNA_MEAN,56.133708817618235
CC_AMT_TOTAL_RECEIVABLE_SUM,55.24432686397007
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,54.766315937042236
FONDKAPREMONT_MODE_reg oper account,54.618793964385986
ORGANIZATION_TYPE_Restaurant,54.60248599733625
OCCUPATION_TYPE_Waiters/barmen staff,54.47953660147531
NAME_TYPE_SUITE_Other_B,54.40447694914682
BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,54.168707030160085
FLAG_DOCUMENT_8,53.815044266836985
NAME_TYPE_SUITE_Children,52.058461734226775
NAME_EDUCATION_TYPE_Incomplete higher,51.359064306531636
BURO_CREDIT_CURRENCY_currency 3_MEAN,51.33761548995972
REG_REGION_NOT_WORK_REGION,51.23045839582171
ORGANIZATION_TYPE_Security,50.430518695286345
WALLSMATERIAL_MODE_Others,50.071590423583984
CC_SK_DPD_DEF_SUM,49.86803838184902
BURO_CNT_CREDIT_PROLONG_SUM,49.855205808367046
CC_AMT_DRAWINGS_CURRENT_MIN,49.0708452633449
LIVE_REGION_NOT_WORK_REGION,49.05972828183855
OCCUPATION_TYPE_Security staff,48.97161272593907
WEEKDAY_APPR_PROCESS_START_SUNDAY,48.6627413885934
PREV_NAME_CASH_LOAN_PURPOSE_Business development_MEAN,48.62678439276559
NAME_FAMILY_STATUS_Widow,48.29289851869856
NAME_HOUSING_TYPE_With parents,47.95109006336757
PREV_CODE_REJECT_REASON_CLIENT_MEAN,47.680021217891145
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,46.65642547607422
ORGANIZATION_TYPE_Legal Services,45.51608664648874
EMERGENCYSTATE_MODE,45.20430837358747
ORGANIZATION_TYPE_Trade: type 7,44.191165515354704
ORGANIZATION_TYPE_Medicine,44.0327399117606
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,43.80942794254848
FLAG_DOCUMENT_13,43.63217418534415
"NAME_TYPE_SUITE_Spouse, partner",42.07373850686209
WALLSMATERIAL_MODE_Block,41.3572017124721
ORGANIZATION_TYPE_Business Entity Type 2,40.66603054319109
ORGANIZATION_TYPE_Other,40.543374231883455
NAME_EDUCATION_TYPE_Academic degree,39.59801871435983
PREV_NAME_CASH_LOAN_PURPOSE_Everyday expenses_MEAN,39.0131642477853
OCCUPATION_TYPE_Cleaning staff,38.91711861746652
FONDKAPREMONT_MODE_org spec account,37.568877288273406
ORGANIZATION_TYPE_Business Entity Type 1,36.72074999128069
ORGANIZATION_TYPE_Government,36.415200914655415
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,35.97945145198277
ORGANIZATION_TYPE_Telecom,35.92809745243618
ORGANIZATION_TYPE_Security Ministries,35.677088499069214
CC_NAME_CONTRACT_STATUS_Signed_VAR,32.63002831595285
FLAG_EMAIL,31.732271330697195
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,31.683471407209122
OCCUPATION_TYPE_Cooking staff,31.193625824792043
WALLSMATERIAL_MODE_Mixed,30.932282515934535
FLAG_DOCUMENT_5,29.84503412246704
OCCUPATION_TYPE_Private service staff,29.171318735395158
CC_SK_DPD_DEF_MAX,28.792465823037283
FLAG_DOCUMENT_21,28.775554248264857
OCCUPATION_TYPE_Managers,28.422289848327637
REG_REGION_NOT_LIVE_REGION,28.24435567855835
ORGANIZATION_TYPE_Agriculture,27.886830057416642
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,26.841173035757883
PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN,26.426297324044363
ORGANIZATION_TYPE_Industry: type 11,26.369299820491246
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,26.23990569795881
FONDKAPREMONT_MODE_reg oper spec account,25.70486572810582
FLAG_DOCUMENT_11,25.485349859510148
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,25.33786174229213
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,24.050485610961914
ORGANIZATION_TYPE_Postal,24.034038407461985
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,23.327619756971085
ORGANIZATION_TYPE_Industry: type 4,22.59737709590367
BURO_CREDIT_CURRENCY_currency 2_MEAN,21.137528691973007
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,20.141480139323644
PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_MEAN,19.59484897341047
WALLSMATERIAL_MODE_Wooden,18.72966868536813
ORGANIZATION_TYPE_Industry: type 12,18.487128496170044
BURO_CREDIT_TYPE_Loan for business development_MEAN,17.980787140982493
ORGANIZATION_TYPE_Housing,17.71488298688616
CLOSED_CNT_CREDIT_PROLONG_SUM,17.033633095877512
ORGANIZATION_TYPE_Transport: type 2,16.629102979387557
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,16.13160024370466
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,16.0255126953125
PREV_NAME_CASH_LOAN_PURPOSE_Buying a new car_MEAN,15.478717122759138
HOUSETYPE_MODE_block of flats,15.453714438847133
PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,15.17482430594308
NAME_HOUSING_TYPE_Co-op apartment,14.679489953177315
ORGANIZATION_TYPE_University,14.618668488093785
ORGANIZATION_TYPE_Mobile,12.740961483546666
OCCUPATION_TYPE_Realty agents,12.004519598824638
ORGANIZATION_TYPE_Trade: type 1,11.189156941005162
OCCUPATION_TYPE_Secretaries,11.059164319719587
WALLSMATERIAL_MODE_Monolithic,10.035251344953265
PREV_NAME_CASH_LOAN_PURPOSE_Buying a home_MEAN,9.623960086277553
HOUSETYPE_MODE_terraced house,9.414599963596888
PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_MEAN,7.9139313016619
ORGANIZATION_TYPE_Cleaning,7.766428538731167
PREV_NAME_PORTFOLIO_Cars_MEAN,7.087614331926618
ORGANIZATION_TYPE_Trade: type 2,6.841867174421038
BURO_CREDIT_TYPE_Unknown type of loan_MEAN,6.497777121407645
ORGANIZATION_TYPE_Hotel,6.467854295458112
FLAG_DOCUMENT_9,6.0724799292428155
FLAG_DOCUMENT_14,6.037120001656668
ORGANIZATION_TYPE_Insurance,5.895391464233398
CC_NAME_CONTRACT_STATUS_Signed_SUM,5.574235848018101
ORGANIZATION_TYPE_Industry: type 1,4.23327146257673
NAME_TYPE_SUITE_Other_A,4.201371465410505
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN,4.126314163208008
ORGANIZATION_TYPE_Advertising,3.833771433149065
PREV_PRODUCT_COMBINATION_nan_MEAN,3.8296571459089006
ORGANIZATION_TYPE_Emergency,3.7088429587227956
FLAG_DOCUMENT_15,3.5421157564435686
FLAG_CONT_MOBILE,3.321557181222098
ORGANIZATION_TYPE_Services,3.0108285631452287
FLAG_EMP_PHONE,2.6291572025844028
CC_NAME_CONTRACT_STATUS_Sent proposal_VAR,2.5860057217734203
DAYS_EMPLOYED_ANOM,2.310014179774693
NAME_INCOME_TYPE_Pensioner,2.1696999413626537
ORGANIZATION_TYPE_Electricity,1.8591571535382951
ORGANIZATION_TYPE_Trade: type 6,1.846085684640067
BURO_STATUS_nan_MEAN_MEAN,1.8258857727050781
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,1.767439944403512
ORGANIZATION_TYPE_Industry: type 7,1.5709856578281947
ORGANIZATION_TYPE_Industry: type 5,1.1892871856689453
PREV_CHANNEL_TYPE_Car dealer_MEAN,1.1579014914376395
CLOSED_CREDIT_DAY_OVERDUE_MEAN,1.0706828662327357
FLAG_DOCUMENT_20,0.8597143036978585
CC_NAME_CONTRACT_STATUS_Refused_VAR,0.0
CC_NAME_CONTRACT_STATUS_nan_VAR,0.0
CC_NAME_CONTRACT_STATUS_Demand_SUM,0.0
CC_NAME_CONTRACT_STATUS_nan_SUM,0.0
CC_NAME_CONTRACT_STATUS_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_SUM,0.0
NAME_TYPE_SUITE_Group of people,0.0
NAME_INCOME_TYPE_Student,0.0
CC_NAME_CONTRACT_STATUS_Demand_VAR,0.0
NAME_INCOME_TYPE_Unemployed,0.0
CC_NAME_CONTRACT_STATUS_Refused_SUM,0.0
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0.0
BURO_CREDIT_TYPE_nan_MEAN,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0.0
CC_SK_DPD_DEF_MIN,0.0
CC_SK_DPD_MIN,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_XNA,0.0
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0.0
POS_NAME_CONTRACT_STATUS_nan_MEAN,0.0
CLOSED_CREDIT_DAY_OVERDUE_MAX,0.0
OCCUPATION_TYPE_IT staff,0.0
OCCUPATION_TYPE_HR staff,0.0
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_VAR,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_SUM,0.0
FLAG_DOCUMENT_4,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0
PREV_NAME_YIELD_GROUP_nan_MEAN,0.0
BURO_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,0.0
BURO_CREDIT_TYPE_Interbank credit_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0.0
BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,0.0
BURO_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0.0
BURO_CREDIT_TYPE_Mobile operator loan_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,0.0
FLAG_DOCUMENT_7,0.0
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0.0
BURO_CREDIT_TYPE_Real estate loan_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0.0
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0.0
PREV_NAME_PORTFOLIO_nan_MEAN,0.0
FLAG_MOBIL,0.0
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0.0
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0.0
PREV_CHANNEL_TYPE_nan_MEAN,0.0
PREV_NAME_CLIENT_TYPE_nan_MEAN,0.0
NAME_INCOME_TYPE_Businessman,0.0
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0.0
FLAG_DOCUMENT_10,0.0
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0.0
PREV_CODE_REJECT_REASON_nan_MEAN,0.0
FLAG_DOCUMENT_12,0.0
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0.0
NAME_FAMILY_STATUS_Unknown,0.0
BURO_CREDIT_ACTIVE_Bad debt_MEAN,0.0
BURO_CREDIT_ACTIVE_nan_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a garage_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Money for a third person_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_MEAN,0.0
FLAG_DOCUMENT_17,0.0
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0.0
BURO_CREDIT_CURRENCY_currency 4_MEAN,0.0
FLAG_DOCUMENT_19,0.0
BURO_CREDIT_CURRENCY_nan_MEAN,0.0
FLAG_DOCUMENT_2,0.0
PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,0.0
